id,name,state_abbreviation,population_raw_value,cluster,cluster_label
17113,McLean County,IL,170441,3,Clinical & socioeconomic disadvantage
17129,Menard County,IL,11954,3,Clinical & socioeconomic disadvantage
17131,Mercer County,IL,15487,3,Clinical & socioeconomic disadvantage
17133,Monroe County,IL,34957,3,Clinical & socioeconomic disadvantage
17135,Montgomery County,IL,27663,3,Clinical & socioeconomic disadvantage
17137,Morgan County,IL,32140,3,Clinical & socioeconomic disadvantage
17139,Moultrie County,IL,14342,3,Clinical & socioeconomic disadvantage
17141,Ogle County,IL,51265,3,Clinical & socioeconomic disadvantage
17145,Perry County,IL,20503,3,Clinical & socioeconomic disadvantage
17147,Piatt County,IL,16714,3,Clinical & socioeconomic disadvantage
17149,Pike County,IL,14342,3,Clinical & socioeconomic disadvantage
17155,Putnam County,IL,5561,3,Clinical & socioeconomic disadvantage
17157,Randolph County,IL,29815,3,Clinical & socioeconomic disadvantage
17159,Richland County,IL,15488,3,Clinical & socioeconomic disadvantage
17161,Rock Island County,IL,141236,3,Clinical & socioeconomic disadvantage
17167,Sangamon County,IL,193491,3,Clinical & socioeconomic disadvantage
17173,Shelby County,IL,20568,3,Clinical & socioeconomic disadvantage
17163,St. Clair County,IL,251018,3,Clinical & socioeconomic disadvantage
17177,Stephenson County,IL,43105,3,Clinical & socioeconomic disadvantage
17179,Tazewell County,IL,129541,3,Clinical & socioeconomic disadvantage
17181,Union County,IL,16667,3,Clinical & socioeconomic disadvantage
17185,Wabash County,IL,10942,3,Clinical & socioeconomic disadvantage
17187,Warren County,IL,16185,3,Clinical & socioeconomic disadvantage
17189,Washington County,IL,13536,3,Clinical & socioeconomic disadvantage
17191,Wayne County,IL,15761,3,Clinical & socioeconomic disadvantage
17193,White County,IL,13401,3,Clinical & socioeconomic disadvantage
17195,Whiteside County,IL,54498,3,Clinical & socioeconomic disadvantage
17197,Will County,IL,700728,3,Clinical & socioeconomic disadvantage
17199,Williamson County,IL,66706,3,Clinical & socioeconomic disadvantage
17203,Woodford County,IL,38285,3,Clinical & socioeconomic disadvantage
18003,Allen County,IN,394545,3,Clinical & socioeconomic disadvantage
18005,Bartholomew County,IN,84003,3,Clinical & socioeconomic disadvantage
18007,Benton County,IN,8729,3,Clinical & socioeconomic disadvantage
18009,Blackford County,IN,11893,3,Clinical & socioeconomic disadvantage
18011,Boone County,IN,76120,3,Clinical & socioeconomic disadvantage
18013,Brown County,IN,15653,3,Clinical & socioeconomic disadvantage
18017,Cass County,IN,37666,3,Clinical & socioeconomic disadvantage
18019,Clark County,IN,125467,3,Clinical & socioeconomic disadvantage
18021,Clay County,IN,26460,3,Clinical & socioeconomic disadvantage
18027,Daviess County,IN,33656,3,Clinical & socioeconomic disadvantage
18033,De Kalb County,IN,44198,3,Clinical & socioeconomic disadvantage
18029,Dearborn County,IN,51215,3,Clinical & socioeconomic disadvantage
18031,Decatur County,IN,26399,3,Clinical & socioeconomic disadvantage
18037,Dubois County,IN,43546,3,Clinical & socioeconomic disadvantage
18039,Elkhart County,IN,206409,3,Clinical & socioeconomic disadvantage
18043,Floyd County,IN,80809,3,Clinical & socioeconomic disadvantage
18045,Fountain County,IN,16731,3,Clinical & socioeconomic disadvantage
18047,Franklin County,IN,23096,3,Clinical & socioeconomic disadvantage
18049,Fulton County,IN,20358,3,Clinical & socioeconomic disadvantage
18051,Gibson County,IN,32904,3,Clinical & socioeconomic disadvantage
18055,Greene County,IN,31196,3,Clinical & socioeconomic disadvantage
18057,Hamilton County,IN,371645,3,Clinical & socioeconomic disadvantage
18059,Hancock County,IN,86166,3,Clinical & socioeconomic disadvantage
18061,Harrison County,IN,40006,3,Clinical & socioeconomic disadvantage
18063,Hendricks County,IN,186387,3,Clinical & socioeconomic disadvantage
18065,Henry County,IN,48929,3,Clinical & socioeconomic disadvantage
18067,Howard County,IN,83831,3,Clinical & socioeconomic disadvantage
18069,Huntington County,IN,36781,3,Clinical & socioeconomic disadvantage
18000,Indiana,IN,6862199,3,Clinical & socioeconomic disadvantage
18071,Jackson County,IN,46460,3,Clinical & socioeconomic disadvantage
18073,Jasper County,IN,33535,3,Clinical & socioeconomic disadvantage
18077,Jefferson County,IN,33056,3,Clinical & socioeconomic disadvantage
18079,Jennings County,IN,27622,3,Clinical & socioeconomic disadvantage
18081,Johnson County,IN,167819,3,Clinical & socioeconomic disadvantage
18083,Knox County,IN,36070,3,Clinical & socioeconomic disadvantage
18085,Kosciusko County,IN,80364,3,Clinical & socioeconomic disadvantage
18091,La Porte County,IN,111706,3,Clinical & socioeconomic disadvantage
18093,Lawrence County,IN,45084,3,Clinical & socioeconomic disadvantage
18095,Madison County,IN,132504,3,Clinical & socioeconomic disadvantage
18099,Marshall County,IN,46352,3,Clinical & socioeconomic disadvantage
18101,Martin County,IN,9897,3,Clinical & socioeconomic disadvantage
18107,Montgomery County,IN,38573,3,Clinical & socioeconomic disadvantage
18109,Morgan County,IN,73227,3,Clinical & socioeconomic disadvantage
18113,Noble County,IN,47430,3,Clinical & socioeconomic disadvantage
18115,Ohio County,IN,6004,3,Clinical & socioeconomic disadvantage
18117,Orange County,IN,19638,3,Clinical & socioeconomic disadvantage
18123,Perry County,IN,19209,3,Clinical & socioeconomic disadvantage
18125,Pike County,IN,12106,3,Clinical & socioeconomic disadvantage
18127,Porter County,IN,175335,3,Clinical & socioeconomic disadvantage
18129,Posey County,IN,25040,3,Clinical & socioeconomic disadvantage
18131,Pulaski County,IN,12385,3,Clinical & socioeconomic disadvantage
18133,Putnam County,IN,37567,3,Clinical & socioeconomic disadvantage
18139,Rush County,IN,16847,3,Clinical & socioeconomic disadvantage
18143,Scott County,IN,24657,3,Clinical & socioeconomic disadvantage
18145,Shelby County,IN,45231,3,Clinical & socioeconomic disadvantage
18147,Spencer County,IN,19910,3,Clinical & socioeconomic disadvantage
18141,St. Joseph County,IN,272848,3,Clinical & socioeconomic disadvantage
18151,Steuben County,IN,34917,3,Clinical & socioeconomic disadvantage
18153,Sullivan County,IN,20757,3,Clinical & socioeconomic disadvantage
18159,Tipton County,IN,15256,3,Clinical & socioeconomic disadvantage
18165,Vermillion County,IN,15417,3,Clinical & socioeconomic disadvantage
18169,Wabash County,IN,30670,3,Clinical & socioeconomic disadvantage
18173,Warrick County,IN,65867,3,Clinical & socioeconomic disadvantage
18179,Wells County,IN,28555,3,Clinical & socioeconomic disadvantage
18181,White County,IN,24917,3,Clinical & socioeconomic disadvantage
18183,Whitley County,IN,34742,3,Clinical & socioeconomic disadvantage
20005,Atchison County,KS,16016,3,Clinical & socioeconomic disadvantage
20013,Brown County,KS,9250,3,Clinical & socioeconomic disadvantage
20015,Butler County,KS,68632,3,Clinical & socioeconomic disadvantage
20025,Clark County,KS,1847,3,Clinical & socioeconomic disadvantage
20027,Clay County,KS,8007,3,Clinical & socioeconomic disadvantage
20029,Cloud County,KS,8854,3,Clinical & socioeconomic disadvantage
20031,Coffey County,KS,8251,3,Clinical & socioeconomic disadvantage
20033,Comanche County,KS,1655,3,Clinical & socioeconomic disadvantage
20041,Dickinson County,KS,18445,3,Clinical & socioeconomic disadvantage
20043,Doniphan County,KS,7493,3,Clinical & socioeconomic disadvantage
20053,Ellsworth County,KS,6357,3,Clinical & socioeconomic disadvantage
20059,Franklin County,KS,26125,3,Clinical & socioeconomic disadvantage
20063,Gove County,KS,2735,3,Clinical & socioeconomic disadvantage
20071,Greeley County,KS,1181,3,Clinical & socioeconomic disadvantage
20079,Harvey County,KS,33504,3,Clinical & socioeconomic disadvantage
20083,Hodgeman County,KS,1655,3,Clinical & socioeconomic disadvantage
20085,Jackson County,KS,13368,3,Clinical & socioeconomic disadvantage
20087,Jefferson County,KS,18327,3,Clinical & socioeconomic disadvantage
20091,Johnson County,KS,622237,3,Clinical & socioeconomic disadvantage
20000,Kansas,KS,2940546,3,Clinical & socioeconomic disadvantage
20097,Kiowa County,KS,2374,3,Clinical & socioeconomic disadvantage
20101,Lane County,KS,1529,3,Clinical & socioeconomic disadvantage
20103,Leavenworth County,KS,83518,3,Clinical & socioeconomic disadvantage
20109,Logan County,KS,2665,3,Clinical & socioeconomic disadvantage
20117,Marshall County,KS,9933,3,Clinical & socioeconomic disadvantage
20113,McPherson County,KS,30091,3,Clinical & socioeconomic disadvantage
20121,Miami County,KS,35320,3,Clinical & socioeconomic disadvantage
20123,Mitchell County,KS,5719,3,Clinical & socioeconomic disadvantage
20127,Morris County,KS,5334,3,Clinical & socioeconomic disadvantage
20131,Nemaha County,KS,10114,3,Clinical & socioeconomic disadvantage
20135,Ness County,KS,2618,3,Clinical & socioeconomic disadvantage
20137,Norton County,KS,5330,3,Clinical & socioeconomic disadvantage
20143,Ottawa County,KS,5818,3,Clinical & socioeconomic disadvantage
20145,Pawnee County,KS,6126,3,Clinical & socioeconomic disadvantage
20149,Pottawatomie County,KS,26382,3,Clinical & socioeconomic disadvantage
20151,Pratt County,KS,9082,3,Clinical & socioeconomic disadvantage
20153,Rawlins County,KS,2463,3,Clinical & socioeconomic disadvantage
20155,Reno County,KS,61497,3,Clinical & socioeconomic disadvantage
20157,Republic County,KS,4627,3,Clinical & socioeconomic disadvantage
20159,Rice County,KS,9260,3,Clinical & socioeconomic disadvantage
20163,Rooks County,KS,4778,3,Clinical & socioeconomic disadvantage
20169,Saline County,KS,53098,3,Clinical & socioeconomic disadvantage
20171,Scott County,KS,4922,3,Clinical & socioeconomic disadvantage
20173,Sedgwick County,KS,528469,3,Clinical & socioeconomic disadvantage
20177,Shawnee County,KS,177746,3,Clinical & socioeconomic disadvantage
20179,Sheridan County,KS,2423,3,Clinical & socioeconomic disadvantage
20183,Smith County,KS,3590,3,Clinical & socioeconomic disadvantage
20191,Sumner County,KS,22334,3,Clinical & socioeconomic disadvantage
20193,Thomas County,KS,7865,3,Clinical & socioeconomic disadvantage
20195,Trego County,KS,2731,3,Clinical & socioeconomic disadvantage
20197,Wabaunsee County,KS,7057,3,Clinical & socioeconomic disadvantage
20199,Wallace County,KS,1509,3,Clinical & socioeconomic disadvantage
20201,Washington County,KS,5504,3,Clinical & socioeconomic disadvantage
21005,Anderson County,KY,24613,3,Clinical & socioeconomic disadvantage
21015,Boone County,KY,140496,3,Clinical & socioeconomic disadvantage
21029,Bullitt County,KY,84863,3,Clinical & socioeconomic disadvantage
21039,Carlisle County,KY,4704,3,Clinical & socioeconomic disadvantage
21049,Clark County,KY,37304,3,Clinical & socioeconomic disadvantage
21059,Daviess County,KY,103458,3,Clinical & socioeconomic disadvantage
21073,Franklin County,KY,51644,3,Clinical & socioeconomic disadvantage
21077,Gallatin County,KY,8792,3,Clinical & socioeconomic disadvantage
21081,Grant County,KY,25619,3,Clinical & socioeconomic disadvantage
21089,Greenup County,KY,35221,3,Clinical & socioeconomic disadvantage
21093,Hardin County,KY,112273,3,Clinical & socioeconomic disadvantage
21097,Harrison County,KY,19415,3,Clinical & socioeconomic disadvantage
21107,Hopkins County,KY,44929,3,Clinical & socioeconomic disadvantage
21117,Kenton County,KY,171321,3,Clinical & socioeconomic disadvantage
21000,Kentucky,KY,4526154,3,Clinical & socioeconomic disadvantage
21141,Logan County,KY,28283,3,Clinical & socioeconomic disadvantage
21143,Lyon County,KY,9187,3,Clinical & socioeconomic disadvantage
21151,Madison County,KY,96735,3,Clinical & socioeconomic disadvantage
21155,Marion County,KY,19834,3,Clinical & socioeconomic disadvantage
21157,Marshall County,KY,31744,3,Clinical & socioeconomic disadvantage
21161,Mason County,KY,16841,3,Clinical & socioeconomic disadvantage
21145,McCracken County,KY,67428,3,Clinical & socioeconomic disadvantage
21163,Meade County,KY,30131,3,Clinical & socioeconomic disadvantage
21167,Mercer County,KY,23097,3,Clinical & socioeconomic disadvantage
21173,Montgomery County,KY,28527,3,Clinical & socioeconomic disadvantage
21179,Nelson County,KY,47730,3,Clinical & socioeconomic disadvantage
21185,Oldham County,KY,70183,3,Clinical & socioeconomic disadvantage
21187,Owen County,KY,11313,3,Clinical & socioeconomic disadvantage
21209,Scott County,KY,60168,3,Clinical & socioeconomic disadvantage
21211,Shelby County,KY,49515,3,Clinical & socioeconomic disadvantage
21213,Simpson County,KY,20195,3,Clinical & socioeconomic disadvantage
21215,Spencer County,KY,20531,3,Clinical & socioeconomic disadvantage
21217,Taylor County,KY,26443,3,Clinical & socioeconomic disadvantage
21223,Trimble County,KY,8607,3,Clinical & socioeconomic disadvantage
21229,Washington County,KY,12267,3,Clinical & socioeconomic disadvantage
21239,Woodford County,KY,27268,3,Clinical & socioeconomic disadvantage
22005,Ascension Parish,LA,131632,3,Clinical & socioeconomic disadvantage
22023,Cameron Parish,LA,4768,3,Clinical & socioeconomic disadvantage
22063,Livingston Parish,LA,150145,3,Clinical & socioeconomic disadvantage
22089,St. Charles Parish,LA,50620,3,Clinical & socioeconomic disadvantage
22093,St. James Parish,LA,19191,3,Clinical & socioeconomic disadvantage
22121,West Baton Rouge Parish,LA,28266,3,Clinical & socioeconomic disadvantage
22125,West Feliciana Parish,LA,15371,3,Clinical & socioeconomic disadvantage
24001,Allegany County,MD,67273,3,Clinical & socioeconomic disadvantage
24003,Anne Arundel County,MD,594582,3,Clinical & socioeconomic disadvantage
24009,Calvert County,MD,94728,3,Clinical & socioeconomic disadvantage
24013,Carroll County,MD,176639,3,Clinical & socioeconomic disadvantage
24015,Cecil County,MD,105672,3,Clinical & socioeconomic disadvantage
24021,Frederick County,MD,293391,3,Clinical & socioeconomic disadvantage
24023,Garrett County,MD,28423,3,Clinical & socioeconomic disadvantage
24025,Harford County,MD,264644,3,Clinical & socioeconomic disadvantage
24027,Howard County,MD,336001,3,Clinical & socioeconomic disadvantage
24035,Queen Anne's County,MD,52508,3,Clinical & socioeconomic disadvantage
24037,St. Mary's County,MD,115281,3,Clinical & socioeconomic disadvantage
24043,Washington County,MD,155813,3,Clinical & socioeconomic disadvantage
23001,Androscoggin County,ME,113765,3,Clinical & socioeconomic disadvantage
23003,Aroostook County,ME,67351,3,Clinical & socioeconomic disadvantage
23007,Franklin County,ME,30828,3,Clinical & socioeconomic disadvantage
23009,Hancock County,ME,56526,3,Clinical & socioeconomic disadvantage
23011,Kennebec County,ME,127259,3,Clinical & socioeconomic disadvantage
23015,Lincoln County,ME,36507,3,Clinical & socioeconomic disadvantage
23000,Maine,ME,1395722,3,Clinical & socioeconomic disadvantage
23019,Penobscot County,ME,155312,3,Clinical & socioeconomic disadvantage
23023,Sagadahoc County,ME,37513,3,Clinical & socioeconomic disadvantage
23025,Somerset County,ME,51302,3,Clinical & socioeconomic disadvantage
23027,Waldo County,ME,40620,3,Clinical & socioeconomic disadvantage
23031,York County,ME,218586,3,Clinical & socioeconomic disadvantage
26003,Alger County,MI,8757,3,Clinical & socioeconomic disadvantage
26005,Allegan County,MI,121939,3,Clinical & socioeconomic disadvantage
26007,Alpena County,MI,28904,3,Clinical & socioeconomic disadvantage
26009,Antrim County,MI,24409,3,Clinical & socioeconomic disadvantage
26011,Arenac County,MI,15145,3,Clinical & socioeconomic disadvantage
26013,Baraga County,MI,8310,3,Clinical & socioeconomic disadvantage
26015,Barry County,MI,63808,3,Clinical & socioeconomic disadvantage
26017,Bay County,MI,102500,3,Clinical & socioeconomic disadvantage
26019,Benzie County,MI,18441,3,Clinical & socioeconomic disadvantage
26025,Calhoun County,MI,133366,3,Clinical & socioeconomic disadvantage
26027,Cass County,MI,51642,3,Clinical & socioeconomic disadvantage
26029,Charlevoix County,MI,26159,3,Clinical & socioeconomic disadvantage
26031,Cheboygan County,MI,26048,3,Clinical & socioeconomic disadvantage
26033,Chippewa County,MI,36264,3,Clinical & socioeconomic disadvantage
26037,Clinton County,MI,79720,3,Clinical & socioeconomic disadvantage
26041,Delta County,MI,36790,3,Clinical & socioeconomic disadvantage
26043,Dickinson County,MI,25982,3,Clinical & socioeconomic disadvantage
26045,Eaton County,MI,108820,3,Clinical & socioeconomic disadvantage
26047,Emmet County,MI,34123,3,Clinical & socioeconomic disadvantage
26055,Grand Traverse County,MI,96421,3,Clinical & socioeconomic disadvantage
26057,Gratiot County,MI,41368,3,Clinical & socioeconomic disadvantage
26063,Huron County,MI,30927,3,Clinical & socioeconomic disadvantage
26067,Ionia County,MI,66262,3,Clinical & socioeconomic disadvantage
26075,Jackson County,MI,159424,3,Clinical & socioeconomic disadvantage
26081,Kent County,MI,661354,3,Clinical & socioeconomic disadvantage
26087,Lapeer County,MI,88977,3,Clinical & socioeconomic disadvantage
26089,Leelanau County,MI,23019,3,Clinical & socioeconomic disadvantage
26091,Lenawee County,MI,97520,3,Clinical & socioeconomic disadvantage
26093,Livingston County,MI,196757,3,Clinical & socioeconomic disadvantage
26099,Macomb County,MI,875101,3,Clinical & socioeconomic disadvantage
26101,Manistee County,MI,25562,3,Clinical & socioeconomic disadvantage
26103,Marquette County,MI,66999,3,Clinical & socioeconomic disadvantage
26105,Mason County,MI,29159,3,Clinical & socioeconomic disadvantage
26109,Menominee County,MI,22945,3,Clinical & socioeconomic disadvantage
26000,Michigan,MI,10037261,3,Clinical & socioeconomic disadvantage
26111,Midland County,MI,84039,3,Clinical & socioeconomic disadvantage
26113,Missaukee County,MI,15311,3,Clinical & socioeconomic disadvantage
26115,Monroe County,MI,155045,3,Clinical & socioeconomic disadvantage
26117,Montcalm County,MI,68154,3,Clinical & socioeconomic disadvantage
26121,Muskegon County,MI,176564,3,Clinical & socioeconomic disadvantage
26123,Newaygo County,MI,51108,3,Clinical & socioeconomic disadvantage
26125,Oakland County,MI,1270426,3,Clinical & socioeconomic disadvantage
26127,Oceana County,MI,26981,3,Clinical & socioeconomic disadvantage
26137,Otsego County,MI,25747,3,Clinical & socioeconomic disadvantage
26139,Ottawa County,MI,303372,3,Clinical & socioeconomic disadvantage
26145,Saginaw County,MI,187782,3,Clinical & socioeconomic disadvantage
26151,Sanilac County,MI,40368,3,Clinical & socioeconomic disadvantage
26153,Schoolcraft County,MI,8149,3,Clinical & socioeconomic disadvantage
26155,Shiawassee County,MI,68025,3,Clinical & socioeconomic disadvantage
26147,St. Clair County,MI,159874,3,Clinical & socioeconomic disadvantage
26149,St. Joseph County,MI,60878,3,Clinical & socioeconomic disadvantage
26157,Tuscola County,MI,52826,3,Clinical & socioeconomic disadvantage
26159,Van Buren County,MI,75798,3,Clinical & socioeconomic disadvantage
26165,Wexford County,MI,34122,3,Clinical & socioeconomic disadvantage
27001,Aitkin County,MN,16102,3,Clinical & socioeconomic disadvantage
27003,Anoka County,MN,372441,3,Clinical & socioeconomic disadvantage
27005,Becker County,MN,35283,3,Clinical & socioeconomic disadvantage
27009,Benton County,MN,41600,3,Clinical & socioeconomic disadvantage
27011,Big Stone County,MN,5105,3,Clinical & socioeconomic disadvantage
27015,Brown County,MN,25628,3,Clinical & socioeconomic disadvantage
27017,Carlton County,MN,36825,3,Clinical & socioeconomic disadvantage
27019,Carver County,MN,111057,3,Clinical & socioeconomic disadvantage
27021,Cass County,MN,31446,3,Clinical & socioeconomic disadvantage
27023,Chippewa County,MN,12172,3,Clinical & socioeconomic disadvantage
27025,Chisago County,MN,58535,3,Clinical & socioeconomic disadvantage
27029,Clearwater County,MN,8644,3,Clinical & socioeconomic disadvantage
27031,Cook County,MN,5639,3,Clinical & socioeconomic disadvantage
27033,Cottonwood County,MN,11319,3,Clinical & socioeconomic disadvantage
27035,Crow Wing County,MN,68304,3,Clinical & socioeconomic disadvantage
27037,Dakota County,MN,447440,3,Clinical & socioeconomic disadvantage
27039,Dodge County,MN,21088,3,Clinical & socioeconomic disadvantage
27041,Douglas County,MN,39953,3,Clinical & socioeconomic disadvantage
27043,Faribault County,MN,13873,3,Clinical & socioeconomic disadvantage
27045,Fillmore County,MN,21522,3,Clinical & socioeconomic disadvantage
27047,Freeborn County,MN,30515,3,Clinical & socioeconomic disadvantage
27049,Goodhue County,MN,48035,3,Clinical & socioeconomic disadvantage
27051,Grant County,MN,6139,3,Clinical & socioeconomic disadvantage
27055,Houston County,MN,18582,3,Clinical & socioeconomic disadvantage
27057,Hubbard County,MN,22132,3,Clinical & socioeconomic disadvantage
27059,Isanti County,MN,43182,3,Clinical & socioeconomic disadvantage
27061,Itasca County,MN,45365,3,Clinical & socioeconomic disadvantage
27063,Jackson County,MN,9919,3,Clinical & socioeconomic disadvantage
27065,Kanabec County,MN,16602,3,Clinical & socioeconomic disadvantage
27067,Kandiyohi County,MN,43813,3,Clinical & socioeconomic disadvantage
27071,Koochiching County,MN,11751,3,Clinical & socioeconomic disadvantage
27073,Lac qui Parle County,MN,6630,3,Clinical & socioeconomic disadvantage
27075,Lake County,MN,10855,3,Clinical & socioeconomic disadvantage
27077,Lake of the Woods County,MN,3778,3,Clinical & socioeconomic disadvantage
27079,Le Sueur County,MN,29255,3,Clinical & socioeconomic disadvantage
27081,Lincoln County,MN,5521,3,Clinical & socioeconomic disadvantage
27083,Lyon County,MN,25427,3,Clinical & socioeconomic disadvantage
27089,Marshall County,MN,8810,3,Clinical & socioeconomic disadvantage
27091,Martin County,MN,19657,3,Clinical & socioeconomic disadvantage
27085,McLeod County,MN,36785,3,Clinical & socioeconomic disadvantage
27093,Meeker County,MN,23490,3,Clinical & socioeconomic disadvantage
27095,Mille Lacs County,MN,27427,3,Clinical & socioeconomic disadvantage
27000,Minnesota,MN,5737915,3,Clinical & socioeconomic disadvantage
27097,Morrison County,MN,34250,3,Clinical & socioeconomic disadvantage
27099,Mower County,MN,40058,3,Clinical & socioeconomic disadvantage
27101,Murray County,MN,8049,3,Clinical & socioeconomic disadvantage
27103,Nicollet County,MN,34242,3,Clinical & socioeconomic disadvantage
27105,Nobles County,MN,21727,3,Clinical & socioeconomic disadvantage
27109,Olmsted County,MN,164784,3,Clinical & socioeconomic disadvantage
27111,Otter Tail County,MN,60626,3,Clinical & socioeconomic disadvantage
27113,Pennington County,MN,13714,3,Clinical & socioeconomic disadvantage
27115,Pine County,MN,30197,3,Clinical & socioeconomic disadvantage
27117,Pipestone County,MN,9245,3,Clinical & socioeconomic disadvantage
27119,Polk County,MN,30412,3,Clinical & socioeconomic disadvantage
27121,Pope County,MN,11400,3,Clinical & socioeconomic disadvantage
27127,Redwood County,MN,15288,3,Clinical & socioeconomic disadvantage
27129,Renville County,MN,14348,3,Clinical & socioeconomic disadvantage
27131,Rice County,MN,67948,3,Clinical & socioeconomic disadvantage
27133,Rock County,MN,9551,3,Clinical & socioeconomic disadvantage
27135,Roseau County,MN,15252,3,Clinical & socioeconomic disadvantage
27139,Scott County,MN,155814,3,Clinical & socioeconomic disadvantage
27141,Sherburne County,MN,102206,3,Clinical & socioeconomic disadvantage
27143,Sibley County,MN,15084,3,Clinical & socioeconomic disadvantage
27137,St. Louis County,MN,200514,3,Clinical & socioeconomic disadvantage
27145,Stearns County,MN,160977,3,Clinical & socioeconomic disadvantage
27147,Steele County,MN,37421,3,Clinical & socioeconomic disadvantage
27149,Stevens County,MN,9728,3,Clinical & socioeconomic disadvantage
27153,Todd County,MN,25667,3,Clinical & socioeconomic disadvantage
27157,Wabasha County,MN,21683,3,Clinical & socioeconomic disadvantage
27159,Wadena County,MN,14241,3,Clinical & socioeconomic disadvantage
27161,Waseca County,MN,18981,3,Clinical & socioeconomic disadvantage
27163,Washington County,MN,278936,3,Clinical & socioeconomic disadvantage
27165,Watonwan County,MN,11077,3,Clinical & socioeconomic disadvantage
27167,Wilkin County,MN,6306,3,Clinical & socioeconomic disadvantage
27169,Winona County,MN,49721,3,Clinical & socioeconomic disadvantage
27171,Wright County,MN,151150,3,Clinical & socioeconomic disadvantage
27173,Yellow Medicine County,MN,9467,3,Clinical & socioeconomic disadvantage
29003,Andrew County,MO,18127,3,Clinical & socioeconomic disadvantage
29027,Callaway County,MO,44731,3,Clinical & socioeconomic disadvantage
29029,Camden County,MO,44044,3,Clinical & socioeconomic disadvantage
29037,Cass County,MO,111732,3,Clinical & socioeconomic disadvantage
29043,Christian County,MO,94422,3,Clinical & socioeconomic disadvantage
29047,Clay County,MO,259772,3,Clinical & socioeconomic disadvantage
29049,Clinton County,MO,21548,3,Clinical & socioeconomic disadvantage
29051,Cole County,MO,77278,3,Clinical & socioeconomic disadvantage
29053,Cooper County,MO,16947,3,Clinical & socioeconomic disadvantage
29063,DeKalb County,MO,9899,3,Clinical & socioeconomic disadvantage
29071,Franklin County,MO,106404,3,Clinical & socioeconomic disadvantage
29073,Gasconade County,MO,14705,3,Clinical & socioeconomic disadvantage
29089,Howard County,MO,10101,3,Clinical & socioeconomic disadvantage
29099,Jefferson County,MO,231230,3,Clinical & socioeconomic disadvantage
29101,Johnson County,MO,54962,3,Clinical & socioeconomic disadvantage
29127,Marion County,MO,28336,3,Clinical & socioeconomic disadvantage
29000,Missouri,MO,6196156,3,Clinical & socioeconomic disadvantage
29147,Nodaway County,MO,20695,3,Clinical & socioeconomic disadvantage
29151,Osage County,MO,13468,3,Clinical & socioeconomic disadvantage
29157,Perry County,MO,18950,3,Clinical & socioeconomic disadvantage
29165,Platte County,MO,111940,3,Clinical & socioeconomic disadvantage
29169,Pulaski County,MO,53812,3,Clinical & socioeconomic disadvantage
29177,Ray County,MO,23182,3,Clinical & socioeconomic disadvantage
29183,St. Charles County,MO,416659,3,Clinical & socioeconomic disadvantage
29186,Ste. Genevieve County,MO,18642,3,Clinical & socioeconomic disadvantage
29219,Warren County,MO,37806,3,Clinical & socioeconomic disadvantage
28033,DeSoto County,MS,193247,3,Clinical & socioeconomic disadvantage
28073,Lamar County,MS,66217,3,Clinical & socioeconomic disadvantage
28081,Lee County,MS,82799,3,Clinical & socioeconomic disadvantage
28089,Madison County,MS,112511,3,Clinical & socioeconomic disadvantage
28121,Rankin County,MS,160417,3,Clinical & socioeconomic disadvantage
30013,Cascade County,MT,84900,3,Clinical & socioeconomic disadvantage
30019,Daniels County,MT,1633,3,Clinical & socioeconomic disadvantage
30021,Dawson County,MT,8810,3,Clinical & socioeconomic disadvantage
30025,Fallon County,MT,2994,3,Clinical & socioeconomic disadvantage
30043,Jefferson County,MT,13048,3,Clinical & socioeconomic disadvantage
30049,Lewis and Clark County,MT,75011,3,Clinical & socioeconomic disadvantage
30057,Madison County,MT,9521,3,Clinical & socioeconomic disadvantage
30055,McCone County,MT,1676,3,Clinical & socioeconomic disadvantage
30095,Stillwater County,MT,9173,3,Clinical & socioeconomic disadvantage
30097,Sweet Grass County,MT,3763,3,Clinical & socioeconomic disadvantage
30099,Teton County,MT,6430,3,Clinical & socioeconomic disadvantage
30109,Wibaux County,MT,910,3,Clinical & socioeconomic disadvantage
30111,Yellowstone County,MT,170843,3,Clinical & socioeconomic disadvantage
37001,Alamance County,NC,179165,3,Clinical & socioeconomic disadvantage
37025,Cabarrus County,NC,240016,3,Clinical & socioeconomic disadvantage
37029,Camden County,NC,11137,3,Clinical & socioeconomic disadvantage
37031,Carteret County,NC,69615,3,Clinical & socioeconomic disadvantage
37035,Catawba County,NC,164645,3,Clinical & socioeconomic disadvantage
37037,Chatham County,NC,81624,3,Clinical & socioeconomic disadvantage
37053,Currituck County,NC,31593,3,Clinical & socioeconomic disadvantage
37059,Davie County,NC,44599,3,Clinical & socioeconomic disadvantage
37089,Henderson County,NC,119230,3,Clinical & socioeconomic disadvantage
37097,Iredell County,NC,199710,3,Clinical & socioeconomic disadvantage
37101,Johnston County,NC,241955,3,Clinical & socioeconomic disadvantage
37109,Lincoln County,NC,95675,3,Clinical & socioeconomic disadvantage
37125,Moore County,NC,106898,3,Clinical & socioeconomic disadvantage
37141,Pender County,NC,68521,3,Clinical & socioeconomic disadvantage
37179,Union County,NC,256452,3,Clinical & socioeconomic disadvantage
37183,Wake County,NC,1190275,3,Clinical & socioeconomic disadvantage
38001,Adams County,ND,2163,3,Clinical & socioeconomic disadvantage
38003,Barnes County,ND,10726,3,Clinical & socioeconomic disadvantage
